metapath	metaedge	metaedge_abbrev	position	length
CbG<rGuDrD	Disease - upregulates - Gene	DuG	3	4
CbG<rGuDrD	Disease - resembles - Disease	DrD	4	4
CbGaDaGaD	Compound - binds - Gene	CbG	1	4
CbGaDaGaD	Disease - associates - Gene	DaG	2	4
CbGaDaGaD	Disease - associates - Gene	DaG	3	4
CbGaDaGaD	Disease - associates - Gene	DaG	4	4
CbGaDaGdD	Compound - binds - Gene	CbG	1	4
CbGaDaGdD	Disease - associates - Gene	DaG	2	4
CbGaDaGdD	Disease - associates - Gene	DaG	3	4
CbGaDaGdD	Disease - downregulates - Gene	DdG	4	4
CbGaDaGuD	Compound - binds - Gene	CbG	1	4
CbGaDaGuD	Disease - associates - Gene	DaG	2	4
CbGaDaGuD	Disease - associates - Gene	DaG	3	4
CbGaDaGuD	Disease - upregulates - Gene	DuG	4	4
CbGaDdGaD	Compound - binds - Gene	CbG	1	4
CbGaDdGaD	Disease - associates - Gene	DaG	2	4
CbGaDdGaD	Disease - downregulates - Gene	DdG	3	4
CbGaDdGaD	Disease - associates - Gene	DaG	4	4
CbGaDdGdD	Compound - binds - Gene	CbG	1	4
CbGaDdGdD	Disease - associates - Gene	DaG	2	4
CbGaDdGdD	Disease - downregulates - Gene	DdG	3	4
CbGaDdGdD	Disease - downregulates - Gene	DdG	4	4
CbGaDdGuD	Compound - binds - Gene	CbG	1	4
CbGaDdGuD	Disease - associates - Gene	DaG	2	4
CbGaDdGuD	Disease - downregulates - Gene	DdG	3	4
CbGaDdGuD	Disease - upregulates - Gene	DuG	4	4
CbGaDlAlD	Compound - binds - Gene	CbG	1	4
CbGaDlAlD	Disease - associates - Gene	DaG	2	4
CbGaDlAlD	Disease - localizes - Anatomy	DlA	3	4
CbGaDlAlD	Disease - localizes - Anatomy	DlA	4	4
CbGaDpCpD	Compound - binds - Gene	CbG	1	4
CbGaDpCpD	Disease - associates - Gene	DaG	2	4
CbGaDpCpD	Compound - palliates - Disease	CpD	3	4
CbGaDpCpD	Compound - palliates - Disease	CpD	4	4
CbGaDpCtD	Compound - binds - Gene	CbG	1	4
CbGaDpCtD	Disease - associates - Gene	DaG	2	4
CbGaDpCtD	Compound - palliates - Disease	CpD	3	4
CbGaDpCtD	Compound - treats - Disease	CtD	4	4
CbGaDpSpD	Compound - binds - Gene	CbG	1	4
CbGaDpSpD	Disease - associates - Gene	DaG	2	4
CbGaDpSpD	Disease - presents - Symptom	DpS	3	4
CbGaDpSpD	Disease - presents - Symptom	DpS	4	4
CbGaDrDrD	Compound - binds - Gene	CbG	1	4
CbGaDrDrD	Disease - associates - Gene	DaG	2	4
CbGaDrDrD	Disease - resembles - Disease	DrD	3	4
CbGaDrDrD	Disease - resembles - Disease	DrD	4	4
CbGaDtCpD	Compound - binds - Gene	CbG	1	4
CbGaDtCpD	Disease - associates - Gene	DaG	2	4
CbGaDtCpD	Compound - treats - Disease	CtD	3	4
CbGaDtCpD	Compound - palliates - Disease	CpD	4	4
CbGaDtCtD	Compound - binds - Gene	CbG	1	4
CbGaDtCtD	Disease - associates - Gene	DaG	2	4
CbGaDtCtD	Compound - treats - Disease	CtD	3	4
CbGaDtCtD	Compound - treats - Disease	CtD	4	4
CbGaDuGaD	Compound - binds - Gene	CbG	1	4
CbGaDuGaD	Disease - associates - Gene	DaG	2	4
CbGaDuGaD	Disease - upregulates - Gene	DuG	3	4
CbGaDuGaD	Disease - associates - Gene	DaG	4	4
CbGaDuGdD	Compound - binds - Gene	CbG	1	4
CbGaDuGdD	Disease - associates - Gene	DaG	2	4
CbGaDuGdD	Disease - upregulates - Gene	DuG	3	4
CbGaDuGdD	Disease - downregulates - Gene	DdG	4	4
CbGaDuGuD	Compound - binds - Gene	CbG	1	4
CbGaDuGuD	Disease - associates - Gene	DaG	2	4
CbGaDuGuD	Disease - upregulates - Gene	DuG	3	4
CbGaDuGuD	Disease - upregulates - Gene	DuG	4	4
CbGbCbGaD	Compound - binds - Gene	CbG	1	4
CbGbCbGaD	Compound - binds - Gene	CbG	2	4
CbGbCbGaD	Compound - binds - Gene	CbG	3	4
CbGbCbGaD	Disease - associates - Gene	DaG	4	4
CbGbCbGdD	Compound - binds - Gene	CbG	1	4
CbGbCbGdD	Compound - binds - Gene	CbG	2	4
CbGbCbGdD	Compound - binds - Gene	CbG	3	4
CbGbCbGdD	Disease - downregulates - Gene	DdG	4	4
CbGbCbGuD	Compound - binds - Gene	CbG	1	4
CbGbCbGuD	Compound - binds - Gene	CbG	2	4
CbGbCbGuD	Compound - binds - Gene	CbG	3	4
CbGbCbGuD	Disease - upregulates - Gene	DuG	4	4
CbGbCdGaD	Compound - binds - Gene	CbG	1	4
CbGbCdGaD	Compound - binds - Gene	CbG	2	4
CbGbCdGaD	Compound - downregulates - Gene	CdG	3	4
CbGbCdGaD	Disease - associates - Gene	DaG	4	4
CbGbCdGdD	Compound - binds - Gene	CbG	1	4
CbGbCdGdD	Compound - binds - Gene	CbG	2	4
CbGbCdGdD	Compound - downregulates - Gene	CdG	3	4
CbGbCdGdD	Disease - downregulates - Gene	DdG	4	4
CbGbCdGuD	Compound - binds - Gene	CbG	1	4
CbGbCdGuD	Compound - binds - Gene	CbG	2	4
CbGbCdGuD	Compound - downregulates - Gene	CdG	3	4
CbGbCdGuD	Disease - upregulates - Gene	DuG	4	4
CbGbCpDrD	Compound - binds - Gene	CbG	1	4
CbGbCpDrD	Compound - binds - Gene	CbG	2	4
CbGbCpDrD	Compound - palliates - Disease	CpD	3	4
CbGbCpDrD	Disease - resembles - Disease	DrD	4	4
CbGbCrCpD	Compound - binds - Gene	CbG	1	4
CbGbCrCpD	Compound - binds - Gene	CbG	2	4
CbGbCrCpD	Compound - resembles - Compound	CrC	3	4
CbGbCrCpD	Compound - palliates - Disease	CpD	4	4
CbGbCrCtD	Compound - binds - Gene	CbG	1	4
CbGbCrCtD	Compound - binds - Gene	CbG	2	4
CbGbCrCtD	Compound - resembles - Compound	CrC	3	4
CbGbCrCtD	Compound - treats - Disease	CtD	4	4
CbGbCtDrD	Compound - binds - Gene	CbG	1	4
CbGbCtDrD	Compound - binds - Gene	CbG	2	4
CbGbCtDrD	Compound - treats - Disease	CtD	3	4
CbGbCtDrD	Disease - resembles - Disease	DrD	4	4
CbGbCuGaD	Compound - binds - Gene	CbG	1	4
CbGbCuGaD	Compound - binds - Gene	CbG	2	4
CbGbCuGaD	Compound - upregulates - Gene	CuG	3	4
CbGbCuGaD	Disease - associates - Gene	DaG	4	4
CbGbCuGdD	Compound - binds - Gene	CbG	1	4
CbGbCuGdD	Compound - binds - Gene	CbG	2	4
CbGbCuGdD	Compound - upregulates - Gene	CuG	3	4
CbGbCuGdD	Disease - downregulates - Gene	DdG	4	4
CbGbCuGuD	Compound - binds - Gene	CbG	1	4
CbGbCuGuD	Compound - binds - Gene	CbG	2	4
CbGbCuGuD	Compound - upregulates - Gene	CuG	3	4
CbGbCuGuD	Disease - upregulates - Gene	DuG	4	4
CbGcG<rGaD	Compound - binds - Gene	CbG	1	4
CbGcG<rGaD	Gene - covaries - Gene	GcG	2	4
CbGcG<rGaD	Gene > regulates > Gene	GrG	3	4
CbGcG<rGaD	Disease - associates - Gene	DaG	4	4
CbGcG<rGdD	Compound - binds - Gene	CbG	1	4
CbGcG<rGdD	Gene - covaries - Gene	GcG	2	4
CbGcG<rGdD	Gene > regulates > Gene	GrG	3	4
CbGcG<rGdD	Disease - downregulates - Gene	DdG	4	4
CbGcG<rGuD	Compound - binds - Gene	CbG	1	4
CbGcG<rGuD	Gene - covaries - Gene	GcG	2	4
CbGcG<rGuD	Gene > regulates > Gene	GrG	3	4
CbGcG<rGuD	Disease - upregulates - Gene	DuG	4	4
CbGcGaDrD	Compound - binds - Gene	CbG	1	4
CbGcGaDrD	Gene - covaries - Gene	GcG	2	4
CbGcGaDrD	Disease - associates - Gene	DaG	3	4
CbGcGaDrD	Disease - resembles - Disease	DrD	4	4
CbGcGbCpD	Compound - binds - Gene	CbG	1	4
CbGcGbCpD	Gene - covaries - Gene	GcG	2	4
CbGcGbCpD	Compound - binds - Gene	CbG	3	4
CbGcGbCpD	Compound - palliates - Disease	CpD	4	4
CbGcGbCtD	Compound - binds - Gene	CbG	1	4
CbGcGbCtD	Gene - covaries - Gene	GcG	2	4
CbGcGbCtD	Compound - binds - Gene	CbG	3	4
CbGcGbCtD	Compound - treats - Disease	CtD	4	4
CbGcGcGaD	Compound - binds - Gene	CbG	1	4
CbGcGcGaD	Gene - covaries - Gene	GcG	2	4
CbGcGcGaD	Gene - covaries - Gene	GcG	3	4
CbGcGcGaD	Disease - associates - Gene	DaG	4	4
CbGcGcGdD	Compound - binds - Gene	CbG	1	4
CbGcGcGdD	Gene - covaries - Gene	GcG	2	4
CbGcGcGdD	Gene - covaries - Gene	GcG	3	4
CbGcGcGdD	Disease - downregulates - Gene	DdG	4	4
CbGcGcGuD	Compound - binds - Gene	CbG	1	4
CbGcGcGuD	Gene - covaries - Gene	GcG	2	4
CbGcGcGuD	Gene - covaries - Gene	GcG	3	4
CbGcGcGuD	Disease - upregulates - Gene	DuG	4	4
CbGcGdAlD	Compound - binds - Gene	CbG	1	4
CbGcGdAlD	Gene - covaries - Gene	GcG	2	4
CbGcGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CbGcGdAlD	Disease - localizes - Anatomy	DlA	4	4
CbGcGdCpD	Compound - binds - Gene	CbG	1	4
CbGcGdCpD	Gene - covaries - Gene	GcG	2	4
CbGcGdCpD	Compound - downregulates - Gene	CdG	3	4
CbGcGdCpD	Compound - palliates - Disease	CpD	4	4
CbGcGdCtD	Compound - binds - Gene	CbG	1	4
CbGcGdCtD	Gene - covaries - Gene	GcG	2	4
CbGcGdCtD	Compound - downregulates - Gene	CdG	3	4
CbGcGdCtD	Compound - treats - Disease	CtD	4	4
CbGcGdDrD	Compound - binds - Gene	CbG	1	4
CbGcGdDrD	Gene - covaries - Gene	GcG	2	4
CbGcGdDrD	Disease - downregulates - Gene	DdG	3	4
CbGcGdDrD	Disease - resembles - Disease	DrD	4	4
CbGcGeAlD	Compound - binds - Gene	CbG	1	4
CbGcGeAlD	Gene - covaries - Gene	GcG	2	4
CbGcGeAlD	Anatomy - expresses - Gene	AeG	3	4
CbGcGeAlD	Disease - localizes - Anatomy	DlA	4	4
CbGcGiGaD	Compound - binds - Gene	CbG	1	4
CbGcGiGaD	Gene - covaries - Gene	GcG	2	4
CbGcGiGaD	Gene - interacts - Gene	GiG	3	4
CbGcGiGaD	Disease - associates - Gene	DaG	4	4
CbGcGiGdD	Compound - binds - Gene	CbG	1	4
CbGcGiGdD	Gene - covaries - Gene	GcG	2	4
CbGcGiGdD	Gene - interacts - Gene	GiG	3	4
CbGcGiGdD	Disease - downregulates - Gene	DdG	4	4
CbGcGiGuD	Compound - binds - Gene	CbG	1	4
CbGcGiGuD	Gene - covaries - Gene	GcG	2	4
CbGcGiGuD	Gene - interacts - Gene	GiG	3	4
CbGcGiGuD	Disease - upregulates - Gene	DuG	4	4
CbGcGr>GaD	Compound - binds - Gene	CbG	1	4
CbGcGr>GaD	Gene - covaries - Gene	GcG	2	4
CbGcGr>GaD	Gene > regulates > Gene	GrG	3	4
CbGcGr>GaD	Disease - associates - Gene	DaG	4	4
CbGcGr>GdD	Compound - binds - Gene	CbG	1	4
CbGcGr>GdD	Gene - covaries - Gene	GcG	2	4
CbGcGr>GdD	Gene > regulates > Gene	GrG	3	4
CbGcGr>GdD	Disease - downregulates - Gene	DdG	4	4
CbGcGr>GuD	Compound - binds - Gene	CbG	1	4
CbGcGr>GuD	Gene - covaries - Gene	GcG	2	4
CbGcGr>GuD	Gene > regulates > Gene	GrG	3	4
CbGcGr>GuD	Disease - upregulates - Gene	DuG	4	4
CbGcGuAlD	Compound - binds - Gene	CbG	1	4
CbGcGuAlD	Gene - covaries - Gene	GcG	2	4
CbGcGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CbGcGuAlD	Disease - localizes - Anatomy	DlA	4	4
CbGcGuCpD	Compound - binds - Gene	CbG	1	4
CbGcGuCpD	Gene - covaries - Gene	GcG	2	4
CbGcGuCpD	Compound - upregulates - Gene	CuG	3	4
CbGcGuCpD	Compound - palliates - Disease	CpD	4	4
CbGcGuCtD	Compound - binds - Gene	CbG	1	4
CbGcGuCtD	Gene - covaries - Gene	GcG	2	4
CbGcGuCtD	Compound - upregulates - Gene	CuG	3	4
CbGcGuCtD	Compound - treats - Disease	CtD	4	4
CbGcGuDrD	Compound - binds - Gene	CbG	1	4
CbGcGuDrD	Gene - covaries - Gene	GcG	2	4
CbGcGuDrD	Disease - upregulates - Gene	DuG	3	4
CbGcGuDrD	Disease - resembles - Disease	DrD	4	4
CbGdAdGaD	Compound - binds - Gene	CbG	1	4
CbGdAdGaD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CbGdAdGaD	Disease - associates - Gene	DaG	4	4
CbGdAdGdD	Compound - binds - Gene	CbG	1	4
CbGdAdGdD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CbGdAdGdD	Disease - downregulates - Gene	DdG	4	4
CbGdAdGuD	Compound - binds - Gene	CbG	1	4
CbGdAdGuD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CbGdAdGuD	Disease - upregulates - Gene	DuG	4	4
CbGdAeGaD	Compound - binds - Gene	CbG	1	4
CbGdAeGaD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAeGaD	Anatomy - expresses - Gene	AeG	3	4
CbGdAeGaD	Disease - associates - Gene	DaG	4	4
CbGdAeGdD	Compound - binds - Gene	CbG	1	4
CbGdAeGdD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAeGdD	Anatomy - expresses - Gene	AeG	3	4
CbGdAeGdD	Disease - downregulates - Gene	DdG	4	4
CbGdAeGuD	Compound - binds - Gene	CbG	1	4
CbGdAeGuD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAeGuD	Anatomy - expresses - Gene	AeG	3	4
CbGdAeGuD	Disease - upregulates - Gene	DuG	4	4
CbGdAlDrD	Compound - binds - Gene	CbG	1	4
CbGdAlDrD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAlDrD	Disease - localizes - Anatomy	DlA	3	4
CbGdAlDrD	Disease - resembles - Disease	DrD	4	4
CbGdAuGaD	Compound - binds - Gene	CbG	1	4
CbGdAuGaD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAuGaD	Anatomy - upregulates - Gene	AuG	3	4
CbGdAuGaD	Disease - associates - Gene	DaG	4	4
CbGdAuGdD	Compound - binds - Gene	CbG	1	4
CbGdAuGdD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAuGdD	Anatomy - upregulates - Gene	AuG	3	4
CbGdAuGdD	Disease - downregulates - Gene	DdG	4	4
CbGdAuGuD	Compound - binds - Gene	CbG	1	4
CbGdAuGuD	Anatomy - downregulates - Gene	AdG	2	4
CbGdAuGuD	Anatomy - upregulates - Gene	AuG	3	4
CbGdAuGuD	Disease - upregulates - Gene	DuG	4	4
CbGdCbGaD	Compound - binds - Gene	CbG	1	4
CbGdCbGaD	Compound - downregulates - Gene	CdG	2	4
CbGdCbGaD	Compound - binds - Gene	CbG	3	4
CbGdCbGaD	Disease - associates - Gene	DaG	4	4
CbGdCbGdD	Compound - binds - Gene	CbG	1	4
CbGdCbGdD	Compound - downregulates - Gene	CdG	2	4
CbGdCbGdD	Compound - binds - Gene	CbG	3	4
CbGdCbGdD	Disease - downregulates - Gene	DdG	4	4
CbGdCbGuD	Compound - binds - Gene	CbG	1	4
CbGdCbGuD	Compound - downregulates - Gene	CdG	2	4
CbGdCbGuD	Compound - binds - Gene	CbG	3	4
CbGdCbGuD	Disease - upregulates - Gene	DuG	4	4
CbGdCdGaD	Compound - binds - Gene	CbG	1	4
CbGdCdGaD	Compound - downregulates - Gene	CdG	2	4
CbGdCdGaD	Compound - downregulates - Gene	CdG	3	4
CbGdCdGaD	Disease - associates - Gene	DaG	4	4
CbGdCdGdD	Compound - binds - Gene	CbG	1	4
CbGdCdGdD	Compound - downregulates - Gene	CdG	2	4
CbGdCdGdD	Compound - downregulates - Gene	CdG	3	4
CbGdCdGdD	Disease - downregulates - Gene	DdG	4	4
CbGdCdGuD	Compound - binds - Gene	CbG	1	4
CbGdCdGuD	Compound - downregulates - Gene	CdG	2	4
CbGdCdGuD	Compound - downregulates - Gene	CdG	3	4
CbGdCdGuD	Disease - upregulates - Gene	DuG	4	4
CbGdCpDrD	Compound - binds - Gene	CbG	1	4
CbGdCpDrD	Compound - downregulates - Gene	CdG	2	4
CbGdCpDrD	Compound - palliates - Disease	CpD	3	4
CbGdCpDrD	Disease - resembles - Disease	DrD	4	4
CbGdCrCpD	Compound - binds - Gene	CbG	1	4
CbGdCrCpD	Compound - downregulates - Gene	CdG	2	4
CbGdCrCpD	Compound - resembles - Compound	CrC	3	4
CbGdCrCpD	Compound - palliates - Disease	CpD	4	4
CbGdCrCtD	Compound - binds - Gene	CbG	1	4
CbGdCrCtD	Compound - downregulates - Gene	CdG	2	4
CbGdCrCtD	Compound - resembles - Compound	CrC	3	4
CbGdCrCtD	Compound - treats - Disease	CtD	4	4
CbGdCtDrD	Compound - binds - Gene	CbG	1	4
CbGdCtDrD	Compound - downregulates - Gene	CdG	2	4
CbGdCtDrD	Compound - treats - Disease	CtD	3	4
CbGdCtDrD	Disease - resembles - Disease	DrD	4	4
CbGdCuGaD	Compound - binds - Gene	CbG	1	4
CbGdCuGaD	Compound - downregulates - Gene	CdG	2	4
CbGdCuGaD	Compound - upregulates - Gene	CuG	3	4
CbGdCuGaD	Disease - associates - Gene	DaG	4	4
CbGdCuGdD	Compound - binds - Gene	CbG	1	4
CbGdCuGdD	Compound - downregulates - Gene	CdG	2	4
CbGdCuGdD	Compound - upregulates - Gene	CuG	3	4
CbGdCuGdD	Disease - downregulates - Gene	DdG	4	4
CbGdCuGuD	Compound - binds - Gene	CbG	1	4
CbGdCuGuD	Compound - downregulates - Gene	CdG	2	4
CbGdCuGuD	Compound - upregulates - Gene	CuG	3	4
CbGdCuGuD	Disease - upregulates - Gene	DuG	4	4
CbGdDaGaD	Compound - binds - Gene	CbG	1	4
CbGdDaGaD	Disease - downregulates - Gene	DdG	2	4
CbGdDaGaD	Disease - associates - Gene	DaG	3	4
CbGdDaGaD	Disease - associates - Gene	DaG	4	4
CbGdDaGdD	Compound - binds - Gene	CbG	1	4
CbGdDaGdD	Disease - downregulates - Gene	DdG	2	4
CbGdDaGdD	Disease - associates - Gene	DaG	3	4
CbGdDaGdD	Disease - downregulates - Gene	DdG	4	4
CbGdDaGuD	Compound - binds - Gene	CbG	1	4
CbGdDaGuD	Disease - downregulates - Gene	DdG	2	4
CbGdDaGuD	Disease - associates - Gene	DaG	3	4
CbGdDaGuD	Disease - upregulates - Gene	DuG	4	4
CbGdDdGaD	Compound - binds - Gene	CbG	1	4
CbGdDdGaD	Disease - downregulates - Gene	DdG	2	4
CbGdDdGaD	Disease - downregulates - Gene	DdG	3	4
CbGdDdGaD	Disease - associates - Gene	DaG	4	4
CbGdDdGdD	Compound - binds - Gene	CbG	1	4
CbGdDdGdD	Disease - downregulates - Gene	DdG	2	4
CbGdDdGdD	Disease - downregulates - Gene	DdG	3	4
CbGdDdGdD	Disease - downregulates - Gene	DdG	4	4
CbGdDdGuD	Compound - binds - Gene	CbG	1	4
CbGdDdGuD	Disease - downregulates - Gene	DdG	2	4
CbGdDdGuD	Disease - downregulates - Gene	DdG	3	4
CbGdDdGuD	Disease - upregulates - Gene	DuG	4	4
CbGdDlAlD	Compound - binds - Gene	CbG	1	4
CbGdDlAlD	Disease - downregulates - Gene	DdG	2	4
CbGdDlAlD	Disease - localizes - Anatomy	DlA	3	4
CbGdDlAlD	Disease - localizes - Anatomy	DlA	4	4
CbGdDpCpD	Compound - binds - Gene	CbG	1	4
CbGdDpCpD	Disease - downregulates - Gene	DdG	2	4
CbGdDpCpD	Compound - palliates - Disease	CpD	3	4
CbGdDpCpD	Compound - palliates - Disease	CpD	4	4
CbGdDpCtD	Compound - binds - Gene	CbG	1	4
CbGdDpCtD	Disease - downregulates - Gene	DdG	2	4
CbGdDpCtD	Compound - palliates - Disease	CpD	3	4
CbGdDpCtD	Compound - treats - Disease	CtD	4	4
CbGdDpSpD	Compound - binds - Gene	CbG	1	4
CbGdDpSpD	Disease - downregulates - Gene	DdG	2	4
CbGdDpSpD	Disease - presents - Symptom	DpS	3	4
CbGdDpSpD	Disease - presents - Symptom	DpS	4	4
CbGdDrDrD	Compound - binds - Gene	CbG	1	4
CbGdDrDrD	Disease - downregulates - Gene	DdG	2	4
CbGdDrDrD	Disease - resembles - Disease	DrD	3	4
CbGdDrDrD	Disease - resembles - Disease	DrD	4	4
CbGdDtCpD	Compound - binds - Gene	CbG	1	4
CbGdDtCpD	Disease - downregulates - Gene	DdG	2	4
CbGdDtCpD	Compound - treats - Disease	CtD	3	4
CbGdDtCpD	Compound - palliates - Disease	CpD	4	4
CbGdDtCtD	Compound - binds - Gene	CbG	1	4
CbGdDtCtD	Disease - downregulates - Gene	DdG	2	4
CbGdDtCtD	Compound - treats - Disease	CtD	3	4
CbGdDtCtD	Compound - treats - Disease	CtD	4	4
CbGdDuGaD	Compound - binds - Gene	CbG	1	4
CbGdDuGaD	Disease - downregulates - Gene	DdG	2	4
CbGdDuGaD	Disease - upregulates - Gene	DuG	3	4
CbGdDuGaD	Disease - associates - Gene	DaG	4	4
CbGdDuGdD	Compound - binds - Gene	CbG	1	4
CbGdDuGdD	Disease - downregulates - Gene	DdG	2	4
CbGdDuGdD	Disease - upregulates - Gene	DuG	3	4
CbGdDuGdD	Disease - downregulates - Gene	DdG	4	4
CbGdDuGuD	Compound - binds - Gene	CbG	1	4
CbGdDuGuD	Disease - downregulates - Gene	DdG	2	4
CbGdDuGuD	Disease - upregulates - Gene	DuG	3	4
CbGdDuGuD	Disease - upregulates - Gene	DuG	4	4
CbGeAdGaD	Compound - binds - Gene	CbG	1	4
CbGeAdGaD	Anatomy - expresses - Gene	AeG	2	4
CbGeAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CbGeAdGaD	Disease - associates - Gene	DaG	4	4
CbGeAdGdD	Compound - binds - Gene	CbG	1	4
CbGeAdGdD	Anatomy - expresses - Gene	AeG	2	4
CbGeAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CbGeAdGdD	Disease - downregulates - Gene	DdG	4	4
CbGeAdGuD	Compound - binds - Gene	CbG	1	4
CbGeAdGuD	Anatomy - expresses - Gene	AeG	2	4
CbGeAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CbGeAdGuD	Disease - upregulates - Gene	DuG	4	4
CbGeAeGaD	Compound - binds - Gene	CbG	1	4
CbGeAeGaD	Anatomy - expresses - Gene	AeG	2	4
CbGeAeGaD	Anatomy - expresses - Gene	AeG	3	4
CbGeAeGaD	Disease - associates - Gene	DaG	4	4
CbGeAeGdD	Compound - binds - Gene	CbG	1	4
CbGeAeGdD	Anatomy - expresses - Gene	AeG	2	4
CbGeAeGdD	Anatomy - expresses - Gene	AeG	3	4
CbGeAeGdD	Disease - downregulates - Gene	DdG	4	4
CbGeAeGuD	Compound - binds - Gene	CbG	1	4
CbGeAeGuD	Anatomy - expresses - Gene	AeG	2	4
CbGeAeGuD	Anatomy - expresses - Gene	AeG	3	4
CbGeAeGuD	Disease - upregulates - Gene	DuG	4	4
CbGeAlDrD	Compound - binds - Gene	CbG	1	4
CbGeAlDrD	Anatomy - expresses - Gene	AeG	2	4
CbGeAlDrD	Disease - localizes - Anatomy	DlA	3	4
CbGeAlDrD	Disease - resembles - Disease	DrD	4	4
CbGeAuGaD	Compound - binds - Gene	CbG	1	4
CbGeAuGaD	Anatomy - expresses - Gene	AeG	2	4
CbGeAuGaD	Anatomy - upregulates - Gene	AuG	3	4
CbGeAuGaD	Disease - associates - Gene	DaG	4	4
CbGeAuGdD	Compound - binds - Gene	CbG	1	4
CbGeAuGdD	Anatomy - expresses - Gene	AeG	2	4
CbGeAuGdD	Anatomy - upregulates - Gene	AuG	3	4
CbGeAuGdD	Disease - downregulates - Gene	DdG	4	4
CbGeAuGuD	Compound - binds - Gene	CbG	1	4
CbGeAuGuD	Anatomy - expresses - Gene	AeG	2	4
CbGeAuGuD	Anatomy - upregulates - Gene	AuG	3	4
CbGeAuGuD	Disease - upregulates - Gene	DuG	4	4
CbGiG<rGaD	Compound - binds - Gene	CbG	1	4
CbGiG<rGaD	Gene - interacts - Gene	GiG	2	4
CbGiG<rGaD	Gene > regulates > Gene	GrG	3	4
CbGiG<rGaD	Disease - associates - Gene	DaG	4	4
CbGiG<rGdD	Compound - binds - Gene	CbG	1	4
CbGiG<rGdD	Gene - interacts - Gene	GiG	2	4
CbGiG<rGdD	Gene > regulates > Gene	GrG	3	4
CbGiG<rGdD	Disease - downregulates - Gene	DdG	4	4
CbGiG<rGuD	Compound - binds - Gene	CbG	1	4
CbGiG<rGuD	Gene - interacts - Gene	GiG	2	4
CbGiG<rGuD	Gene > regulates > Gene	GrG	3	4
CbGiG<rGuD	Disease - upregulates - Gene	DuG	4	4
CbGiGaDrD	Compound - binds - Gene	CbG	1	4
CbGiGaDrD	Gene - interacts - Gene	GiG	2	4
CbGiGaDrD	Disease - associates - Gene	DaG	3	4
CbGiGaDrD	Disease - resembles - Disease	DrD	4	4
CbGiGbCpD	Compound - binds - Gene	CbG	1	4
CbGiGbCpD	Gene - interacts - Gene	GiG	2	4
CbGiGbCpD	Compound - binds - Gene	CbG	3	4
CbGiGbCpD	Compound - palliates - Disease	CpD	4	4
CbGiGbCtD	Compound - binds - Gene	CbG	1	4
CbGiGbCtD	Gene - interacts - Gene	GiG	2	4
CbGiGbCtD	Compound - binds - Gene	CbG	3	4
CbGiGbCtD	Compound - treats - Disease	CtD	4	4
CbGiGcGaD	Compound - binds - Gene	CbG	1	4
CbGiGcGaD	Gene - interacts - Gene	GiG	2	4
CbGiGcGaD	Gene - covaries - Gene	GcG	3	4
CbGiGcGaD	Disease - associates - Gene	DaG	4	4
CbGiGcGdD	Compound - binds - Gene	CbG	1	4
CbGiGcGdD	Gene - interacts - Gene	GiG	2	4
CbGiGcGdD	Gene - covaries - Gene	GcG	3	4
CbGiGcGdD	Disease - downregulates - Gene	DdG	4	4
CbGiGcGuD	Compound - binds - Gene	CbG	1	4
CbGiGcGuD	Gene - interacts - Gene	GiG	2	4
CbGiGcGuD	Gene - covaries - Gene	GcG	3	4
CbGiGcGuD	Disease - upregulates - Gene	DuG	4	4
CbGiGdAlD	Compound - binds - Gene	CbG	1	4
CbGiGdAlD	Gene - interacts - Gene	GiG	2	4
CbGiGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CbGiGdAlD	Disease - localizes - Anatomy	DlA	4	4
CbGiGdCpD	Compound - binds - Gene	CbG	1	4
CbGiGdCpD	Gene - interacts - Gene	GiG	2	4
CbGiGdCpD	Compound - downregulates - Gene	CdG	3	4
CbGiGdCpD	Compound - palliates - Disease	CpD	4	4
CbGiGdCtD	Compound - binds - Gene	CbG	1	4
CbGiGdCtD	Gene - interacts - Gene	GiG	2	4
CbGiGdCtD	Compound - downregulates - Gene	CdG	3	4
CbGiGdCtD	Compound - treats - Disease	CtD	4	4
CbGiGdDrD	Compound - binds - Gene	CbG	1	4
CbGiGdDrD	Gene - interacts - Gene	GiG	2	4
CbGiGdDrD	Disease - downregulates - Gene	DdG	3	4
CbGiGdDrD	Disease - resembles - Disease	DrD	4	4
CbGiGeAlD	Compound - binds - Gene	CbG	1	4
