hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind	CdGcGiGaD	0.532	0.611	0.323	168	0.0333	0
hetio-ind	CdGcGiGdD	0.272	0.567	0.275	297	0.0437	0
hetio-ind	CdGcGiGuD	0.273	0.568	0.279	334	0.0467	0
hetio-ind	CdGcGr>GaD	0.482	0.604	0.317	162	0.0325	0
hetio-ind	CdGcGr>GdD	0.253	0.574	0.281	320	0.0476	0
hetio-ind	CdGcGr>GuD	0.264	0.572	0.285	442	0.0615	0
hetio-ind	CdGcGuAlD	0.508	0.575	0.28	223	0.0388	0
hetio-ind	CdGcGuCpD	0.0797	0.549	0.319	1.53	0.0126	0
hetio-ind	CdGcGuCtD	0.321	0.595	0.36	39.3	0.0179	0
hetio-ind	CdGcGuD	0.189	0.559	0.284	13.9	0.0248	0
hetio-ind	CdGcGuDrD	0.383	0.543	0.256	66.7	0.0236	0
hetio-ind	CdGdAdGaD	0.672	0.612	0.317	1.5e+04	0.566	0
hetio-ind	CdGdAdGdD	0.351	0.589	0.283	5.85e+04	2.12	0
hetio-ind	CdGdAdGuD	0.359	0.598	0.286	5.65e+04	2.11	0
hetio-ind	CdGdAeGaD	0.672	0.609	0.317	3.67e+04	1.32	0
hetio-ind	CdGdAeGdD	0.352	0.589	0.282	1.5e+05	5.31	0
hetio-ind	CdGdAeGuD	0.359	0.597	0.287	1.56e+05	5.72	0
hetio-ind	CdGdAlD	0.499	0.574	0.271	40.8	0.0338	0
hetio-ind	CdGdAlDrD	0.603	0.565	0.256	349	0.0267	0
hetio-ind	CdGdAuGaD	0.672	0.608	0.315	1.24e+04	0.478	0
hetio-ind	CdGdAuGdD	0.352	0.589	0.284	4.8e+04	1.78	0
hetio-ind	CdGdAuGuD	0.359	0.597	0.285	5.04e+04	1.93	0
hetio-ind	CdGdCbGaD	0.66	0.618	0.331	993	0.0571	0
hetio-ind	CdGdCbGdD	0.298	0.559	0.267	794	0.0463	0
hetio-ind	CdGdCbGuD	0.305	0.571	0.264	725	0.045	0
hetio-ind	CdGdCdGaD	0.669	0.606	0.333	7.67e+03	0.32	0
hetio-ind	CdGdCdGdD	0.321	0.577	0.268	2.25e+04	0.915	0
hetio-ind	CdGdCdGuD	0.347	0.591	0.293	3.43e+04	1.41	0
hetio-ind	CdGdCpD	0.16	0.564	0.284	2.04	0.012	0
hetio-ind	CdGdCpDrD	0.388	0.547	0.229	9.37	0.018	0
hetio-ind	CdGdCrCpD	0.254	0.575	0.277	25.1	0.0167	0
hetio-ind	CdGdCrCtD	0.53	0.688	0.48	222	0.0286	0
hetio-ind	CdGdCtD	0.515	0.656	0.439	70.3	0.0179	0
hetio-ind	CdGdCtDrD	0.61	0.6	0.347	332	0.0317	0
hetio-ind	CdGdCuGaD	0.673	0.613	0.329	1.02e+04	0.388	0
hetio-ind	CdGdCuGdD	0.331	0.587	0.283	2.34e+04	0.858	0
hetio-ind	CdGdCuGuD	0.349	0.591	0.285	2.8e+04	1.07	0
hetio-ind	CdGdD	0.142	0.549	0.275	2.49	0.0143	0
hetio-ind	CdGdDaGaD	0.673	0.608	0.304	2.02e+03	0.0905	0
hetio-ind	CdGdDaGdD	0.318	0.575	0.284	1.12e+03	0.0554	0
hetio-ind	CdGdDaGuD	0.323	0.581	0.281	1.63e+03	0.0752	0
hetio-ind	CdGdDdGaD	0.677	0.611	0.317	5.28e+03	0.209	0
hetio-ind	CdGdDdGdD	0.352	0.588	0.281	2.26e+04	0.867	0
hetio-ind	CdGdDdGuD	0.36	0.595	0.286	1.82e+04	0.719	0
hetio-ind	CdGdDlAlD	0.657	0.589	0.271	405	0.0306	0
hetio-ind	CdGdDpCpD	0.158	0.558	0.294	16.4	0.0123	0
hetio-ind	CdGdDpCtD	0.216	0.573	0.275	20.1	0.0139	0
hetio-ind	CdGdDpSpD	0.654	0.584	0.277	612	0.0431	0
hetio-ind	CdGdDrD	0.318	0.545	0.251	11	0.0192	0
hetio-ind	CdGdDrDrD	0.553	0.575	0.269	115	0.0197	0
hetio-ind	CdGdDtCpD	0.0977	0.533	0.276	11.2	0.0125	0
hetio-ind	CdGdDtCtD	0.43	0.609	0.323	120	0.0191	0
hetio-ind	CdGdDuGaD	0.677	0.611	0.317	6.52e+03	0.261	0
hetio-ind	CdGdDuGdD	0.352	0.589	0.283	1.81e+04	0.701	0
hetio-ind	CdGdDuGuD	0.35	0.592	0.285	2.56e+04	1.01	0
hetio-ind	CdGeAdGaD	0.683	0.612	0.312	5.3e+04	1.91	0
hetio-ind	CdGeAdGdD	0.358	0.588	0.283	2.06e+05	7.46	0
hetio-ind	CdGeAdGuD	0.365	0.597	0.284	1.95e+05	7.29	0
hetio-ind	CdGeAeGaD	0.683	0.612	0.315	2.54e+05	9.55	0
hetio-ind	CdGeAeGdD	0.358	0.588	0.281	9.8e+05	35.6	0
hetio-ind	CdGeAeGuD	0.365	0.596	0.286	1.02e+06	36.9	0
hetio-ind	CdGeAlD	0.664	0.595	0.289	302	0.122	0
hetio-ind	CdGeAlDrD	0.657	0.576	0.276	2.67e+03	0.111	0
hetio-ind	CdGeAuGaD	0.683	0.611	0.317	5.29e+04	1.86	0
hetio-ind	CdGeAuGdD	0.358	0.589	0.283	1.97e+05	7.06	0
hetio-ind	CdGeAuGuD	0.365	0.597	0.284	2.06e+05	7.52	0
hetio-ind	CdGiG<rGaD	0.66	0.607	0.328	3.71e+03	0.165	0
hetio-ind	CdGiG<rGdD	0.327	0.579	0.279	4.84e+03	0.203	0
hetio-ind	CdGiG<rGuD	0.331	0.582	0.283	6e+03	0.265	0
hetio-ind	CdGiGaD	0.512	0.613	0.332	62.4	0.0294	0
hetio-ind	CdGiGaDrD	0.594	0.575	0.27	299	0.033	0
hetio-ind	CdGiGbCpD	0.156	0.557	0.287	6.08	0.0168	0
hetio-ind	CdGiGbCtD	0.392	0.62	0.355	38.3	0.0242	0
hetio-ind	CdGiGcGaD	0.54	0.597	0.303	128	0.0284	0
hetio-ind	CdGiGcGdD	0.293	0.577	0.277	630	0.0473	0
hetio-ind	CdGiGcGuD	0.302	0.576	0.28	599	0.047	0
hetio-ind	CdGiGdAlD	0.572	0.575	0.278	1.71e+03	0.0952	0
hetio-ind	CdGiGdCpD	0.16	0.554	0.279	19.8	0.0169	0
hetio-ind	CdGiGdCtD	0.533	0.602	0.364	758	0.0519	0
hetio-ind	CdGiGdD	0.273	0.563	0.271	108	0.0382	0
hetio-ind	CdGiGdDrD	0.476	0.544	0.253	447	0.0419	0
hetio-ind	CdGiGeAlD	0.673	0.589	0.285	1.19e+04	0.525	0
hetio-ind	CdGiGiGaD	0.683	0.611	0.327	1.16e+04	0.447	0
hetio-ind	CdGiGiGdD	0.355	0.587	0.278	3.23e+04	1.21	0
hetio-ind	CdGiGiGuD	0.356	0.594	0.289	3.78e+04	1.45	0
hetio-ind	CdGiGr>GaD	0.668	0.607	0.317	3.24e+03	0.147	0
hetio-ind	CdGiGr>GdD	0.325	0.582	0.277	6.96e+03	0.288	0
hetio-ind	CdGiGr>GuD	0.339	0.588	0.287	9.81e+03	0.413	0
hetio-ind	CdGiGuAlD	0.569	0.572	0.283	1.79e+03	0.0993	0
hetio-ind	CdGiGuCpD	0.156	0.56	0.285	18.8	0.0177	0
hetio-ind	CdGiGuCtD	0.515	0.605	0.358	426	0.0388	0
hetio-ind	CdGiGuD	0.269	0.564	0.282	131	0.0398	0
hetio-ind	CdGiGuDrD	0.481	0.544	0.262	660	0.0501	0
hetio-ind	CdGpBPpGaD	0.677	0.612	0.325	2.49e+04	0.914	0
hetio-ind	CdGpBPpGdD	0.343	0.588	0.282	3.68e+04	1.33	0
hetio-ind	CdGpBPpGuD	0.345	0.591	0.289	4.41e+04	1.66	0
hetio-ind	CdGpCCpGaD	0.646	0.604	0.322	1.85e+03	0.0867	0
hetio-ind	CdGpCCpGdD	0.325	0.586	0.279	5.07e+03	0.206	0
hetio-ind	CdGpCCpGuD	0.319	0.583	0.285	5.77e+03	0.241	0
hetio-ind	CdGpMFpGaD	0.65	0.61	0.327	2.45e+03	0.11	0
hetio-ind	CdGpMFpGdD	0.331	0.586	0.283	5.51e+03	0.224	0
hetio-ind	CdGpMFpGuD	0.328	0.588	0.287	5.87e+03	0.246	0
hetio-ind	CdGpPWpGaD	0.63	0.617	0.33	1.84e+03	0.095	0
hetio-ind	CdGpPWpGdD	0.314	0.583	0.28	2.11e+03	0.102	0
hetio-ind	CdGpPWpGuD	0.313	0.584	0.29	3.18e+03	0.152	0
hetio-ind	CdGr>G<rGaD	0.672	0.609	0.331	3.16e+04	1.25	0
hetio-ind	CdGr>G<rGdD	0.33	0.584	0.28	4.7e+04	1.83	0
hetio-ind	CdGr>G<rGuD	0.34	0.588	0.285	5.71e+04	2.28	0
hetio-ind	CdGr>GaD	0.568	0.605	0.323	97.6	0.0295	0
hetio-ind	CdGr>GaDrD	0.627	0.568	0.256	458	0.0478	0
hetio-ind	CdGr>GbCpD	0.188	0.573	0.29	6.99	0.022	0
hetio-ind	CdGr>GbCtD	0.482	0.624	0.362	78.4	0.0327	0
hetio-ind	CdGr>GcGaD	0.624	0.606	0.311	245	0.0387	0
hetio-ind	CdGr>GcGdD	0.311	0.574	0.271	1.2e+03	0.0735	0
hetio-ind	CdGr>GcGuD	0.317	0.575	0.276	1.14e+03	0.0724	0
hetio-ind	CdGr>GdAlD	0.566	0.574	0.279	3.9e+03	0.189	0
hetio-ind	CdGr>GdCpD	0.265	0.57	0.278	157	0.0253	0
hetio-ind	CdGr>GdCtD	0.649	0.618	0.366	3.45e+03	0.166	0
hetio-ind	CdGr>GdD	0.29	0.568	0.268	223	0.0441	0
hetio-ind	CdGr>GdDrD	0.498	0.538	0.249	1.03e+03	0.0695	0
hetio-ind	CdGr>GeAlD	0.664	0.585	0.282	2.5e+04	1.06	0
hetio-ind	CdGr>GiGaD	0.671	0.604	0.329	4.47e+03	0.204	0
hetio-ind	CdGr>GiGdD	0.335	0.582	0.275	6.9e+03	0.296	0
hetio-ind	CdGr>GiGuD	0.342	0.586	0.283	8.4e+03	0.368	0
hetio-ind	CdGr>Gr>GaD	0.67	0.604	0.322	7.78e+03	0.338	0
hetio-ind	CdGr>Gr>GdD	0.326	0.583	0.275	1.76e+04	0.725	0
hetio-ind	CdGr>Gr>GuD	0.346	0.59	0.286	2.44e+04	1.01	0
hetio-ind	CdGr>GuAlD	0.566	0.572	0.28	3.93e+03	0.192	0
hetio-ind	CdGr>GuCpD	0.257	0.58	0.291	126	0.0253	0
hetio-ind	CdGr>GuCtD	0.627	0.621	0.368	2.58e+03	0.123	0
hetio-ind	CdGr>GuD	0.302	0.572	0.28	309	0.0568	0
hetio-ind	CdGr>GuDrD	0.5	0.542	0.254	1.49e+03	0.0891	0
hetio-ind	CdGrPBrGaD	0.683	0.617	0.33	1.59e+04	0.641	0
hetio-ind	CdGrPBrGdD	0.353	0.59	0.283	4.08e+04	1.6	0
hetio-ind	CdGrPBrGuD	0.355	0.595	0.29	5.61e+04	2.28	0
hetio-ind	CdGuAdGaD	0.672	0.61	0.312	1.39e+04	0.551	0
hetio-ind	CdGuAdGdD	0.351	0.588	0.284	5.58e+04	2.17	0
hetio-ind	CdGuAdGuD	0.359	0.598	0.285	5.12e+04	2.03	0
hetio-ind	CdGuAeGaD	0.672	0.612	0.32	4.08e+04	1.52	0
hetio-ind	CdGuAeGdD	0.352	0.59	0.282	1.65e+05	6.07	0
hetio-ind	CdGuAeGuD	0.359	0.598	0.288	1.73e+05	6.59	0
hetio-ind	CdGuAlD	0.5	0.583	0.295	46.5	0.0331	0
hetio-ind	CdGuAlDrD	0.597	0.578	0.281	431	0.0312	0
hetio-ind	CdGuAuGaD	0.672	0.613	0.321	1.42e+04	0.563	0
hetio-ind	CdGuAuGdD	0.351	0.59	0.285	5.15e+04	2.01	0
hetio-ind	CdGuAuGuD	0.358	0.596	0.285	5.63e+04	2.29	0
hetio-ind	CdGuCbGaD	0.575	0.602	0.312	221	0.0253	0
hetio-ind	CdGuCbGdD	0.261	0.561	0.279	181	0.024	0
hetio-ind	CdGuCbGuD	0.268	0.566	0.273	154	0.0232	0
hetio-ind	CdGuCdGaD	0.645	0.606	0.328	1.79e+03	0.0807	0
hetio-ind	CdGuCdGdD	0.309	0.575	0.27	5.42e+03	0.212	0
hetio-ind	CdGuCdGuD	0.334	0.59	0.294	7.66e+03	0.307	0
hetio-ind	CdGuCpD	0.0705	0.526	0.279	1.24	0.0116	0
hetio-ind	CdGuCpDrD	0.196	0.545	0.258	5.65	0.0129	0
hetio-ind	CdGuCrCpD	0.141	0.567	0.314	7.86	0.0123	0
hetio-ind	CdGuCrCtD	0.374	0.607	0.323	42.1	0.0164	0
hetio-ind	CdGuCtD	0.335	0.588	0.317	12.4	0.0151	0
hetio-ind	CdGuCtDrD	0.488	0.551	0.247	56	0.0175	0
hetio-ind	CdGuCuGaD	0.654	0.615	0.331	2.46e+03	0.102	0
hetio-ind	CdGuCuGdD	0.321	0.587	0.284	5.67e+03	0.214	0
hetio-ind	CdGuCuGuD	0.335	0.587	0.285	6.87e+03	0.268	0
hetio-ind	CdGuD	0.162	0.552	0.286	3.98	0.0133	0
hetio-ind	CdGuDaGaD	0.677	0.606	0.315	3.63e+03	0.154	0
hetio-ind	CdGuDaGdD	0.329	0.581	0.284	1.98e+03	0.0895	0
hetio-ind	CdGuDaGuD	0.326	0.581	0.281	2.85e+03	0.128	0
hetio-ind	CdGuDdGaD	0.681	0.611	0.311	7.79e+03	0.316	0
hetio-ind	CdGuDdGdD	0.355	0.588	0.281	3.18e+04	1.26	0
hetio-ind	CdGuDdGuD	0.361	0.597	0.284	2.41e+04	0.996	0
hetio-ind	CdGuDlAlD	0.662	0.59	0.273	672	0.0419	0
hetio-ind	CdGuDpCpD	0.17	0.555	0.295	30.3	0.0129	0
hetio-ind	CdGuDpCtD	0.217	0.571	0.275	43.9	0.0149	0
hetio-ind	CdGuDpSpD	0.661	0.587	0.285	1.05e+03	0.0631	0
hetio-ind	CdGuDrD	0.347	0.543	0.261	20.5	0.0202	0
hetio-ind	CdGuDrDrD	0.556	0.578	0.277	216	0.0248	0
hetio-ind	CdGuDtCpD	0.105	0.535	0.277	15	0.0126	0
hetio-ind	CdGuDtCtD	0.451	0.602	0.344	240	0.0266	0
hetio-ind	CdGuDuGaD	0.681	0.612	0.321	9.75e+03	0.414	0
hetio-ind	CdGuDuGdD	0.355	0.589	0.28	2.57e+04	1.06	0
hetio-ind	CdGuDuGuD	0.351	0.593	0.286	3.86e+04	1.65	0
hetio-ind	CpDaG<rGaD	0.152	0.527	0.243	65.3	0.0213	0
hetio-ind	CpDaG<rGdD	0.0702	0.535	0.296	95.3	0.0214	0
hetio-ind	CpDaG<rGuD	0.0715	0.535	0.293	109	0.0228	0
hetio-ind	CpDaGaD	0.139	0.529	0.258	3.85	0.0124	0
hetio-ind	CpDaGaDrD	0.149	0.528	0.239	15.9	0.0131	0
hetio-ind	CpDaGbCpD	0.0615	0.534	0.311	1.13	0.0111	0
hetio-ind	CpDaGbCtD	0.127	0.532	0.28	3.93	0.0111	0
hetio-ind	CpDaGcGaD	0.132	0.523	0.242	1.93	0.0126	0
hetio-ind	CpDaGcGdD	0.0738	0.541	0.312	10.6	0.0162	0
hetio-ind	CpDaGdD	0.0556	0.525	0.282	1.92	0.0125	0
hetio-ind	CpDaGuD	0.0554	0.523	0.279	2.55	0.0124	0
hetio-ind	CpDdGaD	0.0909	0.515	0.239	2.55	0.0117	0
hetio-ind	CpDdGdD	0.0464	0.521	0.289	11.6	0.0153	0
hetio-ind	CpDdGuD	0.045	0.514	0.26	8.76	0.0131	0
hetio-ind	CpDlAlD	0.131	0.529	0.261	1.18	0.0119	0
hetio-ind	CpDpCpD	0.0167	0.52	0.413	0.053	0.0112	0
hetio-ind	CpDpCtD	0.0363	0.567	0.555	0.147	0.011	0
hetio-ind	CpDpSpD	0.134	0.531	0.263	1.45	0.0119	0
hetio-ind	CpDrD	0.014	0.512	0.343	0.0175	0.0115	0
hetio-ind	CpDrDrD	0.0403	0.526	0.314	0.123	0.0114	0
hetio-ind	CpDtCpD	0.0045	0.501	0.247	0.0162	0.0113	0
hetio-ind	CpDtCtD	0.0363	0.524	0.318	0.18	0.0112	0
hetio-ind	CpDuGaD	0.0909	0.517	0.246	3.28	0.0115	0
hetio-ind	CpDuGdD	0.0445	0.52	0.282	9.59	0.0137	0
hetio-ind	CpDuGuD	0.045	0.517	0.277	13.9	0.0159	0
hetio-ind	CrCbGaD	0.412	0.653	0.426	3.41	0.0132	0
hetio-ind	CrCbGdD	0.176	0.51	0.21	1.93	0.0154	0
hetio-ind	CrCbGuD	0.185	0.508	0.21	1.4	0.0145	0
hetio-ind	CrCdGaD	0.329	0.611	0.336	3.25	0.0131	0
hetio-ind	CrCdGdD	0.199	0.536	0.247	6.83	0.0204	0
hetio-ind	CrCdGuD	0.221	0.545	0.259	11.3	0.0223	0
hetio-ind	CrCpD	0.0111	0.509	0.335	0.0188	0.0116	0
hetio-ind	CrCpDrD	0.0543	0.514	0.251	0.112	0.0116	0
hetio-ind	CrCrCpD	0.0395	0.514	0.262	0.484	0.0115	0
hetio-ind	CrCrCtD	0.155	0.754	0.7	6.67	0.0115	0
hetio-ind	CrCtD	0.126	0.749	0.725	0.386	0.0121	0
hetio-ind	CrCtDrD	0.136	0.648	0.493	0.881	0.0112	0
hetio-ind	CrCuGaD	0.362	0.602	0.318	3.89	0.0141	0
hetio-ind	CrCuGdD	0.191	0.536	0.254	7.29	0.02	0
hetio-ind	CrCuGuD	0.211	0.535	0.255	9.18	0.0213	0
hetio-ind	CtDaGaD	0.858	0.609	0.523	38.5	0.0196	0
hetio-ind	CtDaGdD	0.408	0.606	0.308	19.1	0.017	0
hetio-ind	CtDaGuD	0.403	0.59	0.316	25.8	0.0196	0
hetio-ind	CtDdGaD	0.462	0.705	0.385	14.2	0.0143	0
hetio-ind	CtDdGdD	0.261	0.558	0.269	55.8	0.025	0
hetio-ind	CtDdGuD	0.253	0.534	0.241	37.6	0.0229	0
hetio-ind	CtDlAlD	0.754	0.592	0.423	8.66	0.0129	0
hetio-ind	CtDpCpD	0.0673	0.577	0.444	0.275	0.0117	0
hetio-ind	CtDpCtD	0.0691	0.548	0.317	0.169	0.0111	0
hetio-ind	CtDpSpD	0.754	0.602	0.446	10.4	0.0131	0
hetio-ind	CtDrD	0.14	0.695	0.547	0.275	0.0113	0
hetio-ind	CtDrDrD	0.295	0.684	0.494	2.64	0.0114	0
hetio-ind	CtDtCpD	0.0532	0.535	0.314	0.165	0.011	0
hetio-ind	CtDtCtD	0.287	0.749	0.636	3.43	0.0114	0
hetio-ind	CtDuGaD	0.504	0.699	0.408	19.1	0.0152	0
hetio-ind	CtDuGdD	0.268	0.534	0.24	38.1	0.0227	0
hetio-ind	CtDuGuD	0.268	0.545	0.263	70.8	0.0261	0
hetio-ind	CuG<rGaD	0.644	0.625	0.346	218	0.0378	0
hetio-ind	CuG<rGdD	0.313	0.584	0.282	297	0.0458	0
hetio-ind	CuG<rGuD	0.31	0.588	0.289	364	0.0541	0
hetio-ind	CuGaD	0.205	0.602	0.335	1.23	0.012	0
hetio-ind	CuGaDrD	0.344	0.575	0.265	5.59	0.0128	0
hetio-ind	CuGbCpD	0.0442	0.534	0.337	0.108	0.0117	0
hetio-ind	CuGbCtD	0.14	0.592	0.355	0.666	0.0121	0
hetio-ind	CuGcGaD	0.242	0.591	0.316	2.91	0.0154	0
hetio-ind	CuGcGdD	0.188	0.563	0.284	14.2	0.0251	0
hetio-ind	CuGcGuD	0.188	0.565	0.29	13.2	0.0248	0
hetio-ind	CuGdAlD	0.483	0.586	0.288	47.5	0.0333	0
hetio-ind	CuGdCpD	0.0739	0.541	0.31	1.18	0.0112	0
hetio-ind	CuGdCtD	0.323	0.599	0.329	12.4	0.0156	0
hetio-ind	CuGdD	0.141	0.551	0.284	2.63	0.0136	0
hetio-ind	CuGdDrD	0.31	0.562	0.27	12.9	0.0192	0
hetio-ind	CuGeAlD	0.645	0.598	0.287	274	0.111	0
hetio-ind	CuGiGaD	0.491	0.615	0.331	48.5	0.027	0
hetio-ind	CuGiGdD	0.247	0.571	0.285	65.2	0.0346	0
hetio-ind	CuGiGuD	0.261	0.571	0.288	80.8	0.0376	0
hetio-ind	CuGr>GaD	0.549	0.612	0.329	83.7	0.0286	0
hetio-ind	CuGr>GdD	0.275	0.576	0.28	179	0.0417	0
hetio-ind	CuGr>GuD	0.29	0.579	0.289	249	0.0528	0
hetio-ind	CuGuAlD	0.483	0.583	0.284	46.6	0.0321	0
hetio-ind	CuGuCpD	0.144	0.563	0.289	1.74	0.0124	0
hetio-ind	CuGuCtD	0.463	0.665	0.448	54.8	0.0185	0
hetio-ind	CuGuD	0.15	0.551	0.287	3.17	0.0127	0
hetio-ind	CuGuDrD	0.322	0.544	0.256	14.9	0.021	0
hetio-ind_perm-0	CbG<rG<rGaD	0.814	0.598	0.298	392	0.0446	1
hetio-ind_perm-0	CbG<rG<rGdD	0.383	0.562	0.233	553	0.0593	1
hetio-ind_perm-0	CbG<rG<rGuD	0.397	0.578	0.24	671	0.0694	1
hetio-ind_perm-0	CbG<rGaD	0.524	0.598	0.287	4.63	0.0328	1
hetio-ind_perm-0	CbG<rGaDrD	0.649	0.521	0.207	21	0.0152	1
hetio-ind_perm-0	CbG<rGbCpD	0.143	0.556	0.275	0.566	0.0122	1
hetio-ind_perm-0	CbG<rGbCtD	0.345	0.597	0.307	2.05	0.0122	1
hetio-ind_perm-0	CbG<rGcGaD	0.545	0.6	0.299	7.68	0.0162	1
hetio-ind_perm-0	CbG<rGcGdD	0.328	0.554	0.232	32.6	0.0243	1
hetio-ind_perm-0	CbG<rGcGuD	0.326	0.556	0.233	31.6	0.0251	1
hetio-ind_perm-0	CbG<rGdAlD	0.763	0.525	0.211	135	0.0375	1
hetio-ind_perm-0	CbG<rGdCpD	0.205	0.566	0.278	1.63	0.0119	1
hetio-ind_perm-0	CbG<rGdCtD	0.668	0.635	0.306	55.6	0.0216	1
hetio-ind_perm-0	CbG<rGdD	0.274	0.536	0.223	6.62	0.0414	1
hetio-ind_perm-0	CbG<rGdDrD	0.586	0.538	0.215	34.5	0.0226	1
hetio-ind_perm-0	CbG<rGeAlD	0.829	0.54	0.221	895	0.165	1
hetio-ind_perm-0	CbG<rGiGaD	0.806	0.599	0.295	169	0.0296	1
hetio-ind_perm-0	CbG<rGiGdD	0.403	0.573	0.239	324	0.0445	1
hetio-ind_perm-0	CbG<rGiGuD	0.403	0.581	0.239	361	0.0484	1
hetio-ind_perm-0	CbG<rGr>GaD	0.837	0.601	0.3	1e+03	0.0631	1
hetio-ind_perm-0	CbG<rGr>GdD	0.425	0.573	0.235	2.16e+03	0.121	1
hetio-ind_perm-0	CbG<rGr>GuD	0.424	0.586	0.24	2.84e+03	0.156	1
hetio-ind_perm-0	CbG<rGuAlD	0.771	0.528	0.213	144	0.0376	1
hetio-ind_perm-0	CbG<rGuCpD	0.174	0.561	0.274	1.25	0.0118	1
hetio-ind_perm-0	CbG<rGuCtD	0.666	0.637	0.308	47.5	0.0212	1
hetio-ind_perm-0	CbG<rGuD	0.297	0.538	0.226	8.11	0.0483	1
hetio-ind_perm-0	CbG<rGuDrD	0.599	0.529	0.212	41.1	0.0239	1
hetio-ind_perm-0	CbGaD	0.309	0.587	0.263	0.533	0.0147	1
hetio-ind_perm-0	CbGaDaGaD	0.972	0.635	0.313	596	0.0377	1
hetio-ind_perm-0	CbGaDaGdD	0.461	0.568	0.232	325	0.0272	1
hetio-ind_perm-0	CbGaDaGuD	0.466	0.579	0.235	419	0.0301	1
hetio-ind_perm-0	CbGaDdGaD	0.952	0.639	0.321	280	0.0281	1
hetio-ind_perm-0	CbGaDdGdD	0.482	0.572	0.23	1.07e+03	0.0564	1
hetio-ind_perm-0	CbGaDdGuD	0.489	0.587	0.238	898	0.0476	1
hetio-ind_perm-0	CbGaDlAlD	0.957	0.566	0.241	131	0.0224	1
hetio-ind_perm-0	CbGaDpCpD	0.333	0.57	0.256	1.94	0.0114	1
hetio-ind_perm-0	CbGaDpCtD	0.51	0.656	0.312	2.75	0.0119	1
hetio-ind_perm-0	CbGaDpSpD	0.956	0.564	0.232	144	0.0234	1
hetio-ind_perm-0	CbGaDrD	0.573	0.504	0.197	2.37	0.0131	1
hetio-ind_perm-0	CbGaDrDrD	0.88	0.521	0.207	29.3	0.0139	1
hetio-ind_perm-0	CbGaDtCpD	0.234	0.541	0.239	1.61	0.0113	1
hetio-ind_perm-0	CbGaDtCtD	0.89	0.668	0.354	30.4	0.013	1
hetio-ind_perm-0	CbGaDuGaD	0.954	0.637	0.319	349	0.0296	1
hetio-ind_perm-0	CbGaDuGdD	0.479	0.568	0.229	927	0.0489	1
hetio-ind_perm-0	CbGaDuGuD	0.497	0.588	0.236	1.28e+03	0.0629	1
hetio-ind_perm-0	CbGbCbGaD	0.976	0.65	0.33	579	0.0394	1
hetio-ind_perm-0	CbGbCbGdD	0.432	0.57	0.235	416	0.0318	1
hetio-ind_perm-0	CbGbCbGuD	0.46	0.577	0.236	326	0.029	1
hetio-ind_perm-0	CbGbCdGaD	0.971	0.653	0.334	420	0.0314	1
hetio-ind_perm-0	CbGbCdGdD	0.476	0.563	0.225	1.15e+03	0.0566	1
hetio-ind_perm-0	CbGbCdGuD	0.49	0.579	0.232	1.58e+03	0.072	1
hetio-ind_perm-0	CbGbCpD	0.362	0.592	0.266	2.54	0.0113	1
hetio-ind_perm-0	CbGbCpDrD	0.667	0.497	0.199	15.5	0.0145	1
hetio-ind_perm-0	CbGbCrCpD	0.442	0.629	0.294	20.6	0.016	1
hetio-ind_perm-0	CbGbCrCtD	0.9	0.707	0.388	61.3	0.0208	1
hetio-ind_perm-0	CbGbCtD	0.821	0.668	0.347	10.1	0.0114	1
hetio-ind_perm-0	CbGbCtDrD	0.837	0.531	0.208	36	0.019	1
hetio-ind_perm-0	CbGbCuGaD	0.974	0.666	0.336	497	0.0341	1
hetio-ind_perm-0	CbGbCuGdD	0.485	0.569	0.229	1.05e+03	0.0525	1
hetio-ind_perm-0	CbGbCuGuD	0.485	0.578	0.232	1.27e+03	0.0603	1
hetio-ind_perm-0	CbGcG<rGaD	0.814	0.608	0.292	25.6	0.0335	1
hetio-ind_perm-0	CbGcG<rGdD	0.37	0.539	0.22	36.3	0.0437	1
hetio-ind_perm-0	CbGcG<rGuD	0.383	0.551	0.226	44.9	0.0503	1
hetio-ind_perm-0	CbGcGaD	0.183	0.573	0.293	0.303	0.0156	1
hetio-ind_perm-0	CbGcGaDrD	0.429	0.494	0.198	1.28	0.0132	1
hetio-ind_perm-0	CbGcGbCpD	0.0342	0.511	0.255	0.0519	0.0108	1
hetio-ind_perm-0	CbGcGbCtD	0.0975	0.548	0.287	0.179	0.012	1
hetio-ind_perm-0	CbGcGcGaD	0.828	0.613	0.295	21.4	0.017	1
hetio-ind_perm-0	CbGcGcGdD	0.407	0.557	0.231	90.4	0.0264	1
hetio-ind_perm-0	CbGcGcGuD	0.419	0.559	0.231	87.5	0.0266	1
hetio-ind_perm-0	CbGcGdAlD	0.838	0.518	0.208	27.6	0.0356	1
hetio-ind_perm-0	CbGcGdCpD	0.0458	0.515	0.261	0.0699	0.0107	1
hetio-ind_perm-0	CbGcGdCtD	0.476	0.617	0.288	2.95	0.0151	1
hetio-ind_perm-0	CbGcGdD	0.238	0.521	0.22	1.49	0.0244	1
hetio-ind_perm-0	CbGcGdDrD	0.566	0.511	0.205	6.89	0.022	1
hetio-ind_perm-0	CbGcGeAlD	0.932	0.54	0.217	155	0.154	1
hetio-ind_perm-0	CbGcGiGaD	0.795	0.606	0.292	16.5	0.0275	1
