metapath	metaedge	metaedge_abbrev
CbGbCbGuD	Compound - binds - Gene	CbG
CbGbCbGuD	Disease - upregulates - Gene	DuG
CbGbCdGaD	Compound - binds - Gene	CbG
CbGbCdGaD	Compound - binds - Gene	CbG
CbGbCdGaD	Compound - downregulates - Gene	CdG
CbGbCdGaD	Disease - associates - Gene	DaG
CbGbCdGdD	Compound - binds - Gene	CbG
CbGbCdGdD	Compound - binds - Gene	CbG
CbGbCdGdD	Compound - downregulates - Gene	CdG
CbGbCdGdD	Disease - downregulates - Gene	DdG
CbGbCdGuD	Compound - binds - Gene	CbG
CbGbCdGuD	Compound - binds - Gene	CbG
CbGbCdGuD	Compound - downregulates - Gene	CdG
CbGbCdGuD	Disease - upregulates - Gene	DuG
CbGbCpDrD	Compound - binds - Gene	CbG
CbGbCpDrD	Compound - binds - Gene	CbG
CbGbCpDrD	Compound - palliates - Disease	CpD
CbGbCpDrD	Disease - resembles - Disease	DrD
CbGbCrCpD	Compound - binds - Gene	CbG
CbGbCrCpD	Compound - binds - Gene	CbG
CbGbCrCpD	Compound - resembles - Compound	CrC
CbGbCrCpD	Compound - palliates - Disease	CpD
CbGbCrCtD	Compound - binds - Gene	CbG
CbGbCrCtD	Compound - binds - Gene	CbG
CbGbCrCtD	Compound - resembles - Compound	CrC
CbGbCrCtD	Compound - treats - Disease	CtD
CbGbCtDrD	Compound - binds - Gene	CbG
CbGbCtDrD	Compound - binds - Gene	CbG
CbGbCtDrD	Compound - treats - Disease	CtD
CbGbCtDrD	Disease - resembles - Disease	DrD
CbGbCuGaD	Compound - binds - Gene	CbG
CbGbCuGaD	Compound - binds - Gene	CbG
CbGbCuGaD	Compound - upregulates - Gene	CuG
CbGbCuGaD	Disease - associates - Gene	DaG
CbGbCuGdD	Compound - binds - Gene	CbG
CbGbCuGdD	Compound - binds - Gene	CbG
CbGbCuGdD	Compound - upregulates - Gene	CuG
CbGbCuGdD	Disease - downregulates - Gene	DdG
CbGbCuGuD	Compound - binds - Gene	CbG
CbGbCuGuD	Compound - binds - Gene	CbG
CbGbCuGuD	Compound - upregulates - Gene	CuG
CbGbCuGuD	Disease - upregulates - Gene	DuG
CbGcG<rGaD	Compound - binds - Gene	CbG
CbGcG<rGaD	Gene - covaries - Gene	GcG
CbGcG<rGaD	Gene > regulates > Gene	GrG
CbGcG<rGaD	Disease - associates - Gene	DaG
CbGcG<rGdD	Compound - binds - Gene	CbG
CbGcG<rGdD	Gene - covaries - Gene	GcG
CbGcG<rGdD	Gene > regulates > Gene	GrG
CbGcG<rGdD	Disease - downregulates - Gene	DdG
CbGcG<rGuD	Compound - binds - Gene	CbG
CbGcG<rGuD	Gene - covaries - Gene	GcG
CbGcG<rGuD	Gene > regulates > Gene	GrG
CbGcG<rGuD	Disease - upregulates - Gene	DuG
CbGcGaDrD	Compound - binds - Gene	CbG
CbGcGaDrD	Gene - covaries - Gene	GcG
CbGcGaDrD	Disease - associates - Gene	DaG
CbGcGaDrD	Disease - resembles - Disease	DrD
CbGcGbCpD	Compound - binds - Gene	CbG
CbGcGbCpD	Gene - covaries - Gene	GcG
CbGcGbCpD	Compound - binds - Gene	CbG
CbGcGbCpD	Compound - palliates - Disease	CpD
CbGcGbCtD	Compound - binds - Gene	CbG
CbGcGbCtD	Gene - covaries - Gene	GcG
CbGcGbCtD	Compound - binds - Gene	CbG
CbGcGbCtD	Compound - treats - Disease	CtD
CbGcGcGaD	Compound - binds - Gene	CbG
CbGcGcGaD	Gene - covaries - Gene	GcG
CbGcGcGaD	Gene - covaries - Gene	GcG
CbGcGcGaD	Disease - associates - Gene	DaG
CbGcGcGdD	Compound - binds - Gene	CbG
CbGcGcGdD	Gene - covaries - Gene	GcG
CbGcGcGdD	Gene - covaries - Gene	GcG
CbGcGcGdD	Disease - downregulates - Gene	DdG
CbGcGcGuD	Compound - binds - Gene	CbG
CbGcGcGuD	Gene - covaries - Gene	GcG
CbGcGcGuD	Gene - covaries - Gene	GcG
CbGcGcGuD	Disease - upregulates - Gene	DuG
CbGcGdAlD	Compound - binds - Gene	CbG
CbGcGdAlD	Gene - covaries - Gene	GcG
CbGcGdAlD	Anatomy - downregulates - Gene	AdG
CbGcGdAlD	Disease - localizes - Anatomy	DlA
CbGcGdCpD	Compound - binds - Gene	CbG
CbGcGdCpD	Gene - covaries - Gene	GcG
CbGcGdCpD	Compound - downregulates - Gene	CdG
CbGcGdCpD	Compound - palliates - Disease	CpD
CbGcGdCtD	Compound - binds - Gene	CbG
CbGcGdCtD	Gene - covaries - Gene	GcG
CbGcGdCtD	Compound - downregulates - Gene	CdG
CbGcGdCtD	Compound - treats - Disease	CtD
CbGcGdDrD	Compound - binds - Gene	CbG
CbGcGdDrD	Gene - covaries - Gene	GcG
CbGcGdDrD	Disease - downregulates - Gene	DdG
CbGcGdDrD	Disease - resembles - Disease	DrD
CbGcGeAlD	Compound - binds - Gene	CbG
CbGcGeAlD	Gene - covaries - Gene	GcG
CbGcGeAlD	Anatomy - expresses - Gene	AeG
CbGcGeAlD	Disease - localizes - Anatomy	DlA
CbGcGiGaD	Compound - binds - Gene	CbG
CbGcGiGaD	Gene - covaries - Gene	GcG
CbGcGiGaD	Gene - interacts - Gene	GiG
CbGcGiGaD	Disease - associates - Gene	DaG
CbGcGiGdD	Compound - binds - Gene	CbG
CbGcGiGdD	Gene - covaries - Gene	GcG
CbGcGiGdD	Gene - interacts - Gene	GiG
CbGcGiGdD	Disease - downregulates - Gene	DdG
CbGcGiGuD	Compound - binds - Gene	CbG
CbGcGiGuD	Gene - covaries - Gene	GcG
CbGcGiGuD	Gene - interacts - Gene	GiG
CbGcGiGuD	Disease - upregulates - Gene	DuG
CbGcGr>GaD	Compound - binds - Gene	CbG
CbGcGr>GaD	Gene - covaries - Gene	GcG
CbGcGr>GaD	Gene > regulates > Gene	GrG
CbGcGr>GaD	Disease - associates - Gene	DaG
CbGcGr>GdD	Compound - binds - Gene	CbG
CbGcGr>GdD	Gene - covaries - Gene	GcG
CbGcGr>GdD	Gene > regulates > Gene	GrG
CbGcGr>GdD	Disease - downregulates - Gene	DdG
CbGcGr>GuD	Compound - binds - Gene	CbG
CbGcGr>GuD	Gene - covaries - Gene	GcG
CbGcGr>GuD	Gene > regulates > Gene	GrG
CbGcGr>GuD	Disease - upregulates - Gene	DuG
CbGcGuAlD	Compound - binds - Gene	CbG
CbGcGuAlD	Gene - covaries - Gene	GcG
CbGcGuAlD	Anatomy - upregulates - Gene	AuG
CbGcGuAlD	Disease - localizes - Anatomy	DlA
CbGcGuCpD	Compound - binds - Gene	CbG
CbGcGuCpD	Gene - covaries - Gene	GcG
CbGcGuCpD	Compound - upregulates - Gene	CuG
CbGcGuCpD	Compound - palliates - Disease	CpD
CbGcGuCtD	Compound - binds - Gene	CbG
CbGcGuCtD	Gene - covaries - Gene	GcG
CbGcGuCtD	Compound - upregulates - Gene	CuG
CbGcGuCtD	Compound - treats - Disease	CtD
CbGcGuDrD	Compound - binds - Gene	CbG
CbGcGuDrD	Gene - covaries - Gene	GcG
CbGcGuDrD	Disease - upregulates - Gene	DuG
CbGcGuDrD	Disease - resembles - Disease	DrD
CbGdAdGaD	Compound - binds - Gene	CbG
CbGdAdGaD	Anatomy - downregulates - Gene	AdG
CbGdAdGaD	Anatomy - downregulates - Gene	AdG
CbGdAdGaD	Disease - associates - Gene	DaG
CbGdAdGdD	Compound - binds - Gene	CbG
CbGdAdGdD	Anatomy - downregulates - Gene	AdG
CbGdAdGdD	Anatomy - downregulates - Gene	AdG
CbGdAdGdD	Disease - downregulates - Gene	DdG
CbGdAdGuD	Compound - binds - Gene	CbG
CbGdAdGuD	Anatomy - downregulates - Gene	AdG
CbGdAdGuD	Anatomy - downregulates - Gene	AdG
CbGdAdGuD	Disease - upregulates - Gene	DuG
CbGdAeGaD	Compound - binds - Gene	CbG
CbGdAeGaD	Anatomy - downregulates - Gene	AdG
CbGdAeGaD	Anatomy - expresses - Gene	AeG
CbGdAeGaD	Disease - associates - Gene	DaG
CbGdAeGdD	Compound - binds - Gene	CbG
CbGdAeGdD	Anatomy - downregulates - Gene	AdG
CbGdAeGdD	Anatomy - expresses - Gene	AeG
CbGdAeGdD	Disease - downregulates - Gene	DdG
CbGdAeGuD	Compound - binds - Gene	CbG
CbGdAeGuD	Anatomy - downregulates - Gene	AdG
CbGdAeGuD	Anatomy - expresses - Gene	AeG
CbGdAeGuD	Disease - upregulates - Gene	DuG
CbGdAlDrD	Compound - binds - Gene	CbG
CbGdAlDrD	Anatomy - downregulates - Gene	AdG
CbGdAlDrD	Disease - localizes - Anatomy	DlA
CbGdAlDrD	Disease - resembles - Disease	DrD
CbGdAuGaD	Compound - binds - Gene	CbG
CbGdAuGaD	Anatomy - downregulates - Gene	AdG
CbGdAuGaD	Anatomy - upregulates - Gene	AuG
CbGdAuGaD	Disease - associates - Gene	DaG
CbGdAuGdD	Compound - binds - Gene	CbG
CbGdAuGdD	Anatomy - downregulates - Gene	AdG
CbGdAuGdD	Anatomy - upregulates - Gene	AuG
CbGdAuGdD	Disease - downregulates - Gene	DdG
CbGdAuGuD	Compound - binds - Gene	CbG
CbGdAuGuD	Anatomy - downregulates - Gene	AdG
CbGdAuGuD	Anatomy - upregulates - Gene	AuG
CbGdAuGuD	Disease - upregulates - Gene	DuG
CbGdCbGaD	Compound - binds - Gene	CbG
CbGdCbGaD	Compound - downregulates - Gene	CdG
CbGdCbGaD	Compound - binds - Gene	CbG
CbGdCbGaD	Disease - associates - Gene	DaG
CbGdCbGdD	Compound - binds - Gene	CbG
CbGdCbGdD	Compound - downregulates - Gene	CdG
CbGdCbGdD	Compound - binds - Gene	CbG
CbGdCbGdD	Disease - downregulates - Gene	DdG
CbGdCbGuD	Compound - binds - Gene	CbG
CbGdCbGuD	Compound - downregulates - Gene	CdG
CbGdCbGuD	Compound - binds - Gene	CbG
CbGdCbGuD	Disease - upregulates - Gene	DuG
CbGdCdGaD	Compound - binds - Gene	CbG
CbGdCdGaD	Compound - downregulates - Gene	CdG
CbGdCdGaD	Compound - downregulates - Gene	CdG
CbGdCdGaD	Disease - associates - Gene	DaG
CbGdCdGdD	Compound - binds - Gene	CbG
CbGdCdGdD	Compound - downregulates - Gene	CdG
CbGdCdGdD	Compound - downregulates - Gene	CdG
CbGdCdGdD	Disease - downregulates - Gene	DdG
CbGdCdGuD	Compound - binds - Gene	CbG
CbGdCdGuD	Compound - downregulates - Gene	CdG
CbGdCdGuD	Compound - downregulates - Gene	CdG
CbGdCdGuD	Disease - upregulates - Gene	DuG
CbGdCpDrD	Compound - binds - Gene	CbG
CbGdCpDrD	Compound - downregulates - Gene	CdG
CbGdCpDrD	Compound - palliates - Disease	CpD
CbGdCpDrD	Disease - resembles - Disease	DrD
CbGdCrCpD	Compound - binds - Gene	CbG
CbGdCrCpD	Compound - downregulates - Gene	CdG
CbGdCrCpD	Compound - resembles - Compound	CrC
CbGdCrCpD	Compound - palliates - Disease	CpD
CbGdCrCtD	Compound - binds - Gene	CbG
CbGdCrCtD	Compound - downregulates - Gene	CdG
CbGdCrCtD	Compound - resembles - Compound	CrC
CbGdCrCtD	Compound - treats - Disease	CtD
CbGdCtDrD	Compound - binds - Gene	CbG
CbGdCtDrD	Compound - downregulates - Gene	CdG
CbGdCtDrD	Compound - treats - Disease	CtD
CbGdCtDrD	Disease - resembles - Disease	DrD
CbGdCuGaD	Compound - binds - Gene	CbG
CbGdCuGaD	Compound - downregulates - Gene	CdG
CbGdCuGaD	Compound - upregulates - Gene	CuG
CbGdCuGaD	Disease - associates - Gene	DaG
CbGdCuGdD	Compound - binds - Gene	CbG
CbGdCuGdD	Compound - downregulates - Gene	CdG
CbGdCuGdD	Compound - upregulates - Gene	CuG
CbGdCuGdD	Disease - downregulates - Gene	DdG
CbGdCuGuD	Compound - binds - Gene	CbG
CbGdCuGuD	Compound - downregulates - Gene	CdG
CbGdCuGuD	Compound - upregulates - Gene	CuG
CbGdCuGuD	Disease - upregulates - Gene	DuG
CbGdDaGaD	Compound - binds - Gene	CbG
CbGdDaGaD	Disease - downregulates - Gene	DdG
CbGdDaGaD	Disease - associates - Gene	DaG
CbGdDaGaD	Disease - associates - Gene	DaG
CbGdDaGdD	Compound - binds - Gene	CbG
CbGdDaGdD	Disease - downregulates - Gene	DdG
CbGdDaGdD	Disease - associates - Gene	DaG
CbGdDaGdD	Disease - downregulates - Gene	DdG
CbGdDaGuD	Compound - binds - Gene	CbG
CbGdDaGuD	Disease - downregulates - Gene	DdG
CbGdDaGuD	Disease - associates - Gene	DaG
CbGdDaGuD	Disease - upregulates - Gene	DuG
CbGdDdGaD	Compound - binds - Gene	CbG
CbGdDdGaD	Disease - downregulates - Gene	DdG
CbGdDdGaD	Disease - downregulates - Gene	DdG
CbGdDdGaD	Disease - associates - Gene	DaG
CbGdDdGdD	Compound - binds - Gene	CbG
CbGdDdGdD	Disease - downregulates - Gene	DdG
CbGdDdGdD	Disease - downregulates - Gene	DdG
CbGdDdGdD	Disease - downregulates - Gene	DdG
CbGdDdGuD	Compound - binds - Gene	CbG
CbGdDdGuD	Disease - downregulates - Gene	DdG
CbGdDdGuD	Disease - downregulates - Gene	DdG
CbGdDdGuD	Disease - upregulates - Gene	DuG
CbGdDlAlD	Compound - binds - Gene	CbG
CbGdDlAlD	Disease - downregulates - Gene	DdG
CbGdDlAlD	Disease - localizes - Anatomy	DlA
CbGdDlAlD	Disease - localizes - Anatomy	DlA
CbGdDpCpD	Compound - binds - Gene	CbG
CbGdDpCpD	Disease - downregulates - Gene	DdG
CbGdDpCpD	Compound - palliates - Disease	CpD
CbGdDpCpD	Compound - palliates - Disease	CpD
CbGdDpCtD	Compound - binds - Gene	CbG
CbGdDpCtD	Disease - downregulates - Gene	DdG
CbGdDpCtD	Compound - palliates - Disease	CpD
CbGdDpCtD	Compound - treats - Disease	CtD
CbGdDpSpD	Compound - binds - Gene	CbG
CbGdDpSpD	Disease - downregulates - Gene	DdG
CbGdDpSpD	Disease - presents - Symptom	DpS
CbGdDpSpD	Disease - presents - Symptom	DpS
CbGdDrDrD	Compound - binds - Gene	CbG
CbGdDrDrD	Disease - downregulates - Gene	DdG
CbGdDrDrD	Disease - resembles - Disease	DrD
CbGdDrDrD	Disease - resembles - Disease	DrD
CbGdDtCpD	Compound - binds - Gene	CbG
CbGdDtCpD	Disease - downregulates - Gene	DdG
CbGdDtCpD	Compound - treats - Disease	CtD
CbGdDtCpD	Compound - palliates - Disease	CpD
CbGdDtCtD	Compound - binds - Gene	CbG
CbGdDtCtD	Disease - downregulates - Gene	DdG
CbGdDtCtD	Compound - treats - Disease	CtD
CbGdDtCtD	Compound - treats - Disease	CtD
CbGdDuGaD	Compound - binds - Gene	CbG
CbGdDuGaD	Disease - downregulates - Gene	DdG
CbGdDuGaD	Disease - upregulates - Gene	DuG
CbGdDuGaD	Disease - associates - Gene	DaG
CbGdDuGdD	Compound - binds - Gene	CbG
CbGdDuGdD	Disease - downregulates - Gene	DdG
CbGdDuGdD	Disease - upregulates - Gene	DuG
CbGdDuGdD	Disease - downregulates - Gene	DdG
CbGdDuGuD	Compound - binds - Gene	CbG
CbGdDuGuD	Disease - downregulates - Gene	DdG
CbGdDuGuD	Disease - upregulates - Gene	DuG
CbGdDuGuD	Disease - upregulates - Gene	DuG
CbGeAdGaD	Compound - binds - Gene	CbG
CbGeAdGaD	Anatomy - expresses - Gene	AeG
CbGeAdGaD	Anatomy - downregulates - Gene	AdG
CbGeAdGaD	Disease - associates - Gene	DaG
CbGeAdGdD	Compound - binds - Gene	CbG
CbGeAdGdD	Anatomy - expresses - Gene	AeG
CbGeAdGdD	Anatomy - downregulates - Gene	AdG
CbGeAdGdD	Disease - downregulates - Gene	DdG
CbGeAdGuD	Compound - binds - Gene	CbG
CbGeAdGuD	Anatomy - expresses - Gene	AeG
CbGeAdGuD	Anatomy - downregulates - Gene	AdG
CbGeAdGuD	Disease - upregulates - Gene	DuG
CbGeAeGaD	Compound - binds - Gene	CbG
CbGeAeGaD	Anatomy - expresses - Gene	AeG
CbGeAeGaD	Anatomy - expresses - Gene	AeG
CbGeAeGaD	Disease - associates - Gene	DaG
CbGeAeGdD	Compound - binds - Gene	CbG
CbGeAeGdD	Anatomy - expresses - Gene	AeG
CbGeAeGdD	Anatomy - expresses - Gene	AeG
CbGeAeGdD	Disease - downregulates - Gene	DdG
CbGeAeGuD	Compound - binds - Gene	CbG
CbGeAeGuD	Anatomy - expresses - Gene	AeG
CbGeAeGuD	Anatomy - expresses - Gene	AeG
CbGeAeGuD	Disease - upregulates - Gene	DuG
CbGeAlDrD	Compound - binds - Gene	CbG
CbGeAlDrD	Anatomy - expresses - Gene	AeG
CbGeAlDrD	Disease - localizes - Anatomy	DlA
CbGeAlDrD	Disease - resembles - Disease	DrD
CbGeAuGaD	Compound - binds - Gene	CbG
CbGeAuGaD	Anatomy - expresses - Gene	AeG
CbGeAuGaD	Anatomy - upregulates - Gene	AuG
CbGeAuGaD	Disease - associates - Gene	DaG
CbGeAuGdD	Compound - binds - Gene	CbG
CbGeAuGdD	Anatomy - expresses - Gene	AeG
CbGeAuGdD	Anatomy - upregulates - Gene	AuG
CbGeAuGdD	Disease - downregulates - Gene	DdG
CbGeAuGuD	Compound - binds - Gene	CbG
CbGeAuGuD	Anatomy - expresses - Gene	AeG
CbGeAuGuD	Anatomy - upregulates - Gene	AuG
CbGeAuGuD	Disease - upregulates - Gene	DuG
CbGiG<rGaD	Compound - binds - Gene	CbG
CbGiG<rGaD	Gene - interacts - Gene	GiG
CbGiG<rGaD	Gene > regulates > Gene	GrG
CbGiG<rGaD	Disease - associates - Gene	DaG
CbGiG<rGdD	Compound - binds - Gene	CbG
CbGiG<rGdD	Gene - interacts - Gene	GiG
CbGiG<rGdD	Gene > regulates > Gene	GrG
CbGiG<rGdD	Disease - downregulates - Gene	DdG
CbGiG<rGuD	Compound - binds - Gene	CbG
CbGiG<rGuD	Gene - interacts - Gene	GiG
CbGiG<rGuD	Gene > regulates > Gene	GrG
CbGiG<rGuD	Disease - upregulates - Gene	DuG
CbGiGaDrD	Compound - binds - Gene	CbG
CbGiGaDrD	Gene - interacts - Gene	GiG
CbGiGaDrD	Disease - associates - Gene	DaG
CbGiGaDrD	Disease - resembles - Disease	DrD
CbGiGbCpD	Compound - binds - Gene	CbG
CbGiGbCpD	Gene - interacts - Gene	GiG
CbGiGbCpD	Compound - binds - Gene	CbG
CbGiGbCpD	Compound - palliates - Disease	CpD
CbGiGbCtD	Compound - binds - Gene	CbG
CbGiGbCtD	Gene - interacts - Gene	GiG
CbGiGbCtD	Compound - binds - Gene	CbG
CbGiGbCtD	Compound - treats - Disease	CtD
CbGiGcGaD	Compound - binds - Gene	CbG
CbGiGcGaD	Gene - interacts - Gene	GiG
CbGiGcGaD	Gene - covaries - Gene	GcG
CbGiGcGaD	Disease - associates - Gene	DaG
CbGiGcGdD	Compound - binds - Gene	CbG
CbGiGcGdD	Gene - interacts - Gene	GiG
CbGiGcGdD	Gene - covaries - Gene	GcG
CbGiGcGdD	Disease - downregulates - Gene	DdG
CbGiGcGuD	Compound - binds - Gene	CbG
CbGiGcGuD	Gene - interacts - Gene	GiG
CbGiGcGuD	Gene - covaries - Gene	GcG
CbGiGcGuD	Disease - upregulates - Gene	DuG
CbGiGdAlD	Compound - binds - Gene	CbG
CbGiGdAlD	Gene - interacts - Gene	GiG
CbGiGdAlD	Anatomy - downregulates - Gene	AdG
CbGiGdAlD	Disease - localizes - Anatomy	DlA
CbGiGdCpD	Compound - binds - Gene	CbG
CbGiGdCpD	Gene - interacts - Gene	GiG
CbGiGdCpD	Compound - downregulates - Gene	CdG
CbGiGdCpD	Compound - palliates - Disease	CpD
CbGiGdCtD	Compound - binds - Gene	CbG
CbGiGdCtD	Gene - interacts - Gene	GiG
CbGiGdCtD	Compound - downregulates - Gene	CdG
CbGiGdCtD	Compound - treats - Disease	CtD
CbGiGdDrD	Compound - binds - Gene	CbG
CbGiGdDrD	Gene - interacts - Gene	GiG
CbGiGdDrD	Disease - downregulates - Gene	DdG
CbGiGdDrD	Disease - resembles - Disease	DrD
CbGiGeAlD	Compound - binds - Gene	CbG
CbGiGeAlD	Gene - interacts - Gene	GiG
CbGiGeAlD	Anatomy - expresses - Gene	AeG
CbGiGeAlD	Disease - localizes - Anatomy	DlA
CbGiGiGaD	Compound - binds - Gene	CbG
CbGiGiGaD	Gene - interacts - Gene	GiG
CbGiGiGaD	Gene - interacts - Gene	GiG
CbGiGiGaD	Disease - associates - Gene	DaG
CbGiGiGdD	Compound - binds - Gene	CbG
CbGiGiGdD	Gene - interacts - Gene	GiG
CbGiGiGdD	Gene - interacts - Gene	GiG
CbGiGiGdD	Disease - downregulates - Gene	DdG
CbGiGiGuD	Compound - binds - Gene	CbG
CbGiGiGuD	Gene - interacts - Gene	GiG
CbGiGiGuD	Gene - interacts - Gene	GiG
CbGiGiGuD	Disease - upregulates - Gene	DuG
CbGiGr>GaD	Compound - binds - Gene	CbG
CbGiGr>GaD	Gene - interacts - Gene	GiG
CbGiGr>GaD	Gene > regulates > Gene	GrG
CbGiGr>GaD	Disease - associates - Gene	DaG
CbGiGr>GdD	Compound - binds - Gene	CbG
CbGiGr>GdD	Gene - interacts - Gene	GiG
CbGiGr>GdD	Gene > regulates > Gene	GrG
CbGiGr>GdD	Disease - downregulates - Gene	DdG
CbGiGr>GuD	Compound - binds - Gene	CbG
CbGiGr>GuD	Gene - interacts - Gene	GiG
CbGiGr>GuD	Gene > regulates > Gene	GrG
CbGiGr>GuD	Disease - upregulates - Gene	DuG
CbGiGuAlD	Compound - binds - Gene	CbG
CbGiGuAlD	Gene - interacts - Gene	GiG
CbGiGuAlD	Anatomy - upregulates - Gene	AuG
CbGiGuAlD	Disease - localizes - Anatomy	DlA
CbGiGuCpD	Compound - binds - Gene	CbG
CbGiGuCpD	Gene - interacts - Gene	GiG
CbGiGuCpD	Compound - upregulates - Gene	CuG
CbGiGuCpD	Compound - palliates - Disease	CpD
CbGiGuCtD	Compound - binds - Gene	CbG
CbGiGuCtD	Gene - interacts - Gene	GiG
CbGiGuCtD	Compound - upregulates - Gene	CuG
CbGiGuCtD	Compound - treats - Disease	CtD
CbGiGuDrD	Compound - binds - Gene	CbG
CbGiGuDrD	Gene - interacts - Gene	GiG
CbGiGuDrD	Disease - upregulates - Gene	DuG
CbGiGuDrD	Disease - resembles - Disease	DrD
CbGpBPpGaD	Compound - binds - Gene	CbG
CbGpBPpGaD	Gene - participates - Biological Process	GpBP
CbGpBPpGaD	Gene - participates - Biological Process	GpBP
CbGpBPpGaD	Disease - associates - Gene	DaG
CbGpBPpGdD	Compound - binds - Gene	CbG
CbGpBPpGdD	Gene - participates - Biological Process	GpBP
CbGpBPpGdD	Gene - participates - Biological Process	GpBP
CbGpBPpGdD	Disease - downregulates - Gene	DdG
CbGpBPpGuD	Compound - binds - Gene	CbG
CbGpBPpGuD	Gene - participates - Biological Process	GpBP
CbGpBPpGuD	Gene - participates - Biological Process	GpBP
CbGpBPpGuD	Disease - upregulates - Gene	DuG
CbGpCCpGaD	Compound - binds - Gene	CbG
CbGpCCpGaD	Gene - participates - Cellular Component	GpCC
CbGpCCpGaD	Gene - participates - Cellular Component	GpCC
CbGpCCpGaD	Disease - associates - Gene	DaG
CbGpCCpGdD	Compound - binds - Gene	CbG
CbGpCCpGdD	Gene - participates - Cellular Component	GpCC
CbGpCCpGdD	Gene - participates - Cellular Component	GpCC
CbGpCCpGdD	Disease - downregulates - Gene	DdG
CbGpCCpGuD	Compound - binds - Gene	CbG
CbGpCCpGuD	Gene - participates - Cellular Component	GpCC
CbGpCCpGuD	Gene - participates - Cellular Component	GpCC
CbGpCCpGuD	Disease - upregulates - Gene	DuG
CbGpMFpGaD	Compound - binds - Gene	CbG
CbGpMFpGaD	Gene - participates - Molecular Function	GpMF
CbGpMFpGaD	Gene - participates - Molecular Function	GpMF
CbGpMFpGaD	Disease - associates - Gene	DaG
CbGpMFpGdD	Compound - binds - Gene	CbG
CbGpMFpGdD	Gene - participates - Molecular Function	GpMF
CbGpMFpGdD	Gene - participates - Molecular Function	GpMF
CbGpMFpGdD	Disease - downregulates - Gene	DdG
CbGpMFpGuD	Compound - binds - Gene	CbG
CbGpMFpGuD	Gene - participates - Molecular Function	GpMF
CbGpMFpGuD	Gene - participates - Molecular Function	GpMF
CbGpMFpGuD	Disease - upregulates - Gene	DuG
CbGpPWpGaD	Compound - binds - Gene	CbG
CbGpPWpGaD	Gene - participates - Pathway	GpPW
CbGpPWpGaD	Gene - participates - Pathway	GpPW
CbGpPWpGaD	Disease - associates - Gene	DaG
CbGpPWpGdD	Compound - binds - Gene	CbG
CbGpPWpGdD	Gene - participates - Pathway	GpPW
CbGpPWpGdD	Gene - participates - Pathway	GpPW
CbGpPWpGdD	Disease - downregulates - Gene	DdG
CbGpPWpGuD	Compound - binds - Gene	CbG
CbGpPWpGuD	Gene - participates - Pathway	GpPW
CbGpPWpGuD	Gene - participates - Pathway	GpPW
CbGpPWpGuD	Disease - upregulates - Gene	DuG
CbGr>G<rGaD	Compound - binds - Gene	CbG
CbGr>G<rGaD	Gene > regulates > Gene	GrG
CbGr>G<rGaD	Gene > regulates > Gene	GrG
CbGr>G<rGaD	Disease - associates - Gene	DaG
CbGr>G<rGdD	Compound - binds - Gene	CbG
CbGr>G<rGdD	Gene > regulates > Gene	GrG
CbGr>G<rGdD	Gene > regulates > Gene	GrG
CbGr>G<rGdD	Disease - downregulates - Gene	DdG
CbGr>G<rGuD	Compound - binds - Gene	CbG
CbGr>G<rGuD	Gene > regulates > Gene	GrG
CbGr>G<rGuD	Gene > regulates > Gene	GrG
CbGr>G<rGuD	Disease - upregulates - Gene	DuG
CbGr>GaDrD	Compound - binds - Gene	CbG
CbGr>GaDrD	Gene > regulates > Gene	GrG
CbGr>GaDrD	Disease - associates - Gene	DaG
CbGr>GaDrD	Disease - resembles - Disease	DrD
CbGr>GbCpD	Compound - binds - Gene	CbG
CbGr>GbCpD	Gene > regulates > Gene	GrG
CbGr>GbCpD	Compound - binds - Gene	CbG
CbGr>GbCpD	Compound - palliates - Disease	CpD
CbGr>GbCtD	Compound - binds - Gene	CbG
CbGr>GbCtD	Gene > regulates > Gene	GrG
CbGr>GbCtD	Compound - binds - Gene	CbG
CbGr>GbCtD	Compound - treats - Disease	CtD
CbGr>GcGaD	Compound - binds - Gene	CbG
CbGr>GcGaD	Gene > regulates > Gene	GrG
CbGr>GcGaD	Gene - covaries - Gene	GcG
CbGr>GcGaD	Disease - associates - Gene	DaG
CbGr>GcGdD	Compound - binds - Gene	CbG
CbGr>GcGdD	Gene > regulates > Gene	GrG
CbGr>GcGdD	Gene - covaries - Gene	GcG
CbGr>GcGdD	Disease - downregulates - Gene	DdG
CbGr>GcGuD	Compound - binds - Gene	CbG
CbGr>GcGuD	Gene > regulates > Gene	GrG
CbGr>GcGuD	Gene - covaries - Gene	GcG
CbGr>GcGuD	Disease - upregulates - Gene	DuG
CbGr>GdAlD	Compound - binds - Gene	CbG
CbGr>GdAlD	Gene > regulates > Gene	GrG
CbGr>GdAlD	Anatomy - downregulates - Gene	AdG
CbGr>GdAlD	Disease - localizes - Anatomy	DlA
CbGr>GdCpD	Compound - binds - Gene	CbG
CbGr>GdCpD	Gene > regulates > Gene	GrG
CbGr>GdCpD	Compound - downregulates - Gene	CdG
CbGr>GdCpD	Compound - palliates - Disease	CpD
CbGr>GdCtD	Compound - binds - Gene	CbG
CbGr>GdCtD	Gene > regulates > Gene	GrG
CbGr>GdCtD	Compound - downregulates - Gene	CdG
CbGr>GdCtD	Compound - treats - Disease	CtD
